country,iso3,year,indicator,indicator_code,value,error
Costa Rica,CRI,2024.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,18587.1532203482,
Costa Rica,CRI,2020.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Costa Rica,CRI,2021.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Costa Rica,CRI,2022.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Costa Rica,CRI,2023.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Costa Rica,CRI,2024.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Costa Rica,CRI,2020.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,0.724911478131376,
Costa Rica,CRI,2021.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,1.72647755109241,
Costa Rica,CRI,2022.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,8.27477490232654,
Costa Rica,CRI,2023.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,0.525193508693455,
Costa Rica,CRI,2024.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,-0.412853001047069,
Costa Rica,CRI,2020.0,unemployment_pct,SL.UEM.TOTL.ZS,16.432,
Costa Rica,CRI,2021.0,unemployment_pct,SL.UEM.TOTL.ZS,15.139,
Costa Rica,CRI,2022.0,unemployment_pct,SL.UEM.TOTL.ZS,11.325,
Costa Rica,CRI,2023.0,unemployment_pct,SL.UEM.TOTL.ZS,8.325,
Costa Rica,CRI,2024.0,unemployment_pct,SL.UEM.TOTL.ZS,7.848,
Czechia,CZE,2020.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,1.7852008079583,
Czechia,CZE,2021.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-2.04624111898244,
Czechia,CZE,2022.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-4.52048439437013,
Czechia,CZE,2023.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-0.125406557037842,
Czechia,CZE,2024.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,1.74244358000018,
Czechia,CZE,2020.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-5.30487955463876,
Czechia,CZE,2021.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,4.02901832055149,
Czechia,CZE,2022.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,2.8471706583814,
Czechia,CZE,2023.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,0.0475803308973752,
Czechia,CZE,2024.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,1.23308611983484,
Czechia,CZE,2020.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,23472.8915454417,
Czechia,CZE,2021.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,27696.4619527544,
Czechia,CZE,2022.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,28282.2236715857,
Czechia,CZE,2023.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,31761.5944102491,
Czechia,CZE,2024.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,31823.3078290564,
Czechia,CZE,2020.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Czechia,CZE,2021.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Czechia,CZE,2022.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Czechia,CZE,2023.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Czechia,CZE,2024.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Czechia,CZE,2020.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,3.16129528497801,
Czechia,CZE,2021.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,3.83984491500146,
Czechia,CZE,2022.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,15.1001651468371,
Czechia,CZE,2023.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,10.6612601372426,
Czechia,CZE,2024.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,2.43531202435314,
Czechia,CZE,2020.0,unemployment_pct,SL.UEM.TOTL.ZS,2.55,
Czechia,CZE,2021.0,unemployment_pct,SL.UEM.TOTL.ZS,2.803,
Czechia,CZE,2022.0,unemployment_pct,SL.UEM.TOTL.ZS,2.224,
Czechia,CZE,2023.0,unemployment_pct,SL.UEM.TOTL.ZS,2.579,
Czechia,CZE,2024.0,unemployment_pct,SL.UEM.TOTL.ZS,2.506,
Denmark,DNK,2020.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,7.31174171634934,
Denmark,DNK,2021.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,8.60686861056622,
Denmark,DNK,2022.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,11.1530363234679,
Denmark,DNK,2023.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,11.0971102484847,
Denmark,DNK,2024.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,12.2782622922388,
Denmark,DNK,2020.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-1.78010601831291,
Denmark,DNK,2021.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,6.50025445756295,
Denmark,DNK,2022.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,0.443832614908331,
Denmark,DNK,2023.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,0.604587766175584,
Denmark,DNK,2024.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,3.47783593140312,
Denmark,DNK,2020.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,60985.4885601514,
Denmark,DNK,2021.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,69340.7334922138,
Denmark,DNK,2022.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,67781.0940939514,
Denmark,DNK,2023.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,68043.5466971243,
Denmark,DNK,2024.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,71026.4832271897,
Denmark,DNK,2020.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Denmark,DNK,2021.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Denmark,DNK,2022.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Denmark,DNK,2023.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Denmark,DNK,2024.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
